Gender,Age,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
Female,48,45,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.65,0.0,0,904.95,2043.75,Stayed,mising,mising
Male,55,19,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,Month-to-Month,Credit Card,55.0,0.0,30,81.7,1158.2,Churned,Competitor,Competitor offered more data
Female,64,30,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,94.4,0.0,0,80.1,2718.2,Stayed,mising,mising
Male,63,7,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.4,0.0,0,64.33,232.98,Stayed,mising,mising
Female,33,59,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,76.45,30.22,0,782.93,5272.21,Stayed,mising,mising
Male,55,1,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Mailed Check,20.2,0.0,0,13.27,33.47,Churned,Price,Long distance charges
Female,33,72,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,110.45,0.0,0,3328.56,11311.06,Stayed,mising,mising
Female,24,67,Offer A,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,75.5,0.0,0,91.12,5320.57,Stayed,mising,mising
Male,55,47,Offer B,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,73.6,0.0,0,664.58,4187.23,Stayed,mising,mising
Male,54,4,mising,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Month-to-Month,Bank Withdrawal,61.3,0.0,10,150.8,410.2,Stayed,mising,mising
Female,48,24,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,104.15,0.0,40,930.96,3465.61,Stayed,mising,mising
Male,61,9,mising,No,mising,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Mailed Check,50.8,0.0,0,0.0,463.6,Stayed,mising,mising
Female,38,7,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.85,0.0,0,246.82,390.97,Stayed,mising,mising
Female,45,65,mising,No,mising,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,59.95,0.0,0,0.0,3921.1,Stayed,mising,mising
Male,27,14,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,20.05,0.0,0,128.66,427.96,Stayed,mising,mising
Male,53,35,mising,No,mising,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,53.15,0.0,0,0.0,1930.9,Stayed,mising,mising
Male,32,26,mising,No,mising,Yes,Cable,No,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,39.95,0.0,0,0.0,1023.75,Stayed,mising,mising
Female,56,7,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,75.15,0.0,10,210.42,745.42,Stayed,mising,mising
Female,80,43,mising,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,One Year,Bank Withdrawal,107.55,0.0,140,595.12,5269.02,Churned,Dissatisfaction,Service dissatisfaction
Male,36,37,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.15,0.0,0,1271.69,2057.44,Stayed,mising,mising
Male,61,23,mising,No,mising,Yes,DSL,Yes,No,Yes,No,No,No,Yes,One Year,Bank Withdrawal,40.65,0.0,0,0.0,947.4,Stayed,mising,mising
Female,39,50,Offer B,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.75,0.0,0,510.5,4068.2,Stayed,mising,mising
Female,50,1,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Mailed Check,19.65,0.0,0,6.08,25.73,Churned,Competitor,Competitor made better offer
Male,76,27,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,104.65,0.0,0,928.53,3892.53,Stayed,mising,mising
Female,56,58,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,Yes,One Year,Credit Card,71.1,0.0,0,2455.14,6754.34,Stayed,mising,mising
Male,54,12,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Mailed Check,26.4,0.0,0,541.8,856.75,Stayed,mising,mising
Female,68,72,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,78.45,0.0,0,1139.04,6821.29,Stayed,mising,mising
Female,64,14,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,86.3,0.0,10,410.2,1601.15,Churned,Attitude,Attitude of service provider
Male,71,10,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,89.8,0.0,0,168.8,1083.1,Churned,Competitor,Competitor made better offer
Male,23,72,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,Credit Card,66.5,45.61,0,438.48,5204.47,Stayed,mising,mising
Male,34,9,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.1,0.0,0,248.76,732.81,Stayed,mising,mising
Female,57,45,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,81.65,0.0,0,1682.55,5301.25,Stayed,mising,mising
Female,25,64,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.45,0.0,0,945.92,2171.57,Stayed,mising,mising
Male,21,2,Offer E,No,mising,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,49.25,0.0,0,0.0,90.35,Churned,Dissatisfaction,Limited range of services
Male,77,64,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,80.3,0.0,0,951.68,5969.38,Stayed,mising,mising
Female,35,39,mising,No,mising,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,41.1,0.0,0,0.0,1597.05,Stayed,mising,mising
Female,46,7,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.35,34.29,0,338.52,965.13,Churned,Competitor,Competitor made better offer
Female,31,58,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,24.35,0.0,0,2239.96,3663.81,Stayed,mising,mising
Male,75,4,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Mailed Check,74.4,0.0,20,42.44,369.04,Churned,Competitor,Competitor made better offer
Female,51,3,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,50.65,0.0,0,67.68,218.98,Churned,Dissatisfaction,Lack of self-service on Website
Male,32,1,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.35,0.0,0,14.02,88.37,Churned,Competitor,Competitor had better devices
Male,22,72,mising,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Credit Card,86.05,0.0,20,3481.92,9811.57,Stayed,mising,mising
Male,68,43,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,101.0,0.0,150,1343.75,5882.15,Churned,Dissatisfaction,Product dissatisfaction
Female,72,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.6,0.0,0,34.51,104.11,Churned,Competitor,Competitor had better devices
Male,43,68,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,One Year,Bank Withdrawal,100.3,0.0,90,3366.68,10211.03,Stayed,mising,mising
Male,34,38,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,101.15,0.0,0,920.36,4877.06,Stayed,mising,mising
Female,62,55,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.3,0.0,0,174.9,1253.95,Stayed,mising,mising
Male,60,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,71.65,0.0,0,17.54,89.19,Churned,Competitor,Competitor had better devices
Female,58,8,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.9,0.0,0,232.0,996.95,Churned,Price,Long distance charges
Female,41,33,mising,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,No,Yes,One Year,Bank Withdrawal,59.4,0.0,0,339.24,2292.04,Stayed,mising,mising
Female,37,57,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.6,0.0,0,1845.09,7456.79,Stayed,mising,mising
Female,53,42,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,77.95,0.0,0,1428.84,4812.84,Churned,Competitor,Competitor made better offer
Female,57,15,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.05,0.0,0,568.5,852.8,Stayed,mising,mising
Female,41,8,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Mailed Check,20.25,0.0,0,126.88,301.53,Stayed,mising,mising
Male,26,4,Offer E,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,56.75,0.0,0,138.76,383.91,Stayed,mising,mising
Female,60,62,mising,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,84.5,0.0,0,375.1,5568.3,Stayed,mising,mising
Male,55,25,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.9,0.0,0,131.75,2580.5,Churned,Competitor,Competitor offered more data
Male,73,68,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,19.5,0.0,0,2389.52,3583.07,Stayed,mising,mising
Male,22,34,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,100.05,0.0,20,785.06,4285.06,Churned,Dissatisfaction,Poor expertise of online support
Female,45,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Two Year,Bank Withdrawal,84.7,0.0,0,610.56,6795.71,Stayed,mising,mising
Male,80,21,mising,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,60.05,0.0,0,727.02,1963.17,Churned,Competitor,Competitor had better devices
Female,49,55,Offer B,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.7,34.16,0,2002.55,5100.19,Stayed,mising,mising
Male,64,42,Offer B,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,69.4,0.0,0,700.14,3758.44,Stayed,mising,mising
Male,40,67,Offer A,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Credit Card,100.9,0.0,0,2104.47,8837.62,Stayed,mising,mising
Female,53,41,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.65,0.0,0,1296.42,2131.57,Stayed,mising,mising
Male,19,26,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,86.65,0.0,0,1296.62,3505.37,Stayed,mising,mising
Male,49,4,Offer E,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,65.6,0.0,0,40.52,290.62,Stayed,mising,mising
Female,52,66,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,62.5,0.0,0,0.0,4136.4,Stayed,mising,mising
Female,21,15,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,25.25,0.0,0,443.25,838.1,Stayed,mising,mising
Female,41,63,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,One Year,Credit Card,90.05,0.0,0,2541.42,8358.42,Stayed,mising,mising
Male,75,59,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,82.95,0.0,0,248.39,5151.54,Stayed,mising,mising
Female,37,25,Offer C,No,mising,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,54.2,0.0,0,0.0,1423.15,Stayed,mising,mising
Male,26,4,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.4,0.0,0,90.16,183.56,Stayed,mising,mising
Male,34,2,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.65,0.0,0,33.52,200.82,Churned,Dissatisfaction,Limited range of services
Male,42,69,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,90.65,0.0,0,3272.67,9594.77,Stayed,mising,mising
Male,79,5,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,91.4,0.0,0,22.95,472.7,Churned,Dissatisfaction,Network reliability
Male,48,66,Offer A,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.5,0.0,0,823.68,6019.78,Stayed,mising,mising
Male,47,6,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,83.55,0.0,0,161.46,639.01,Churned,Dissatisfaction,Product dissatisfaction
Male,37,28,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,92.2,0.0,0,369.32,2937.47,Stayed,mising,mising
Female,75,57,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,95.3,0.0,0,1610.25,7177.7,Stayed,mising,mising
Male,44,22,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.35,0.0,0,227.26,2544.36,Churned,Price,Extra data charges
Female,62,49,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.7,0.0,0,1429.82,2461.87,Stayed,mising,mising
Female,76,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,103.9,0.0,0,102.7,6869.8,Stayed,mising,mising
Male,55,2,mising,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.7,0.0,0,84.32,273.52,Churned,Other,Don't know
Female,56,42,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,78.45,0.0,0,851.34,4224.74,Stayed,mising,mising
Male,24,61,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.55,0.0,0,2852.36,4158.31,Stayed,mising,mising
Male,62,26,Offer C,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,83.75,0.0,0,933.4,3004.0,Churned,Competitor,Competitor offered higher download speeds
Male,51,10,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.0,0.0,0,191.0,389.6,Stayed,mising,mising
Female,53,67,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,25.6,46.06,0,1120.24,2864.53,Stayed,mising,mising
Male,58,10,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.85,0.0,0,432.8,1423.7,Churned,Dissatisfaction,Service dissatisfaction
Male,62,4,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,76.05,0.0,0,169.76,488.66,Churned,Price,Long distance charges
Female,72,66,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Credit Card,80.45,0.0,140,3008.94,8373.29,Churned,Attitude,Attitude of support person
Male,62,2,mising,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,56.7,0.0,0,11.34,124.89,Churned,Competitor,Competitor offered higher download speeds
Female,40,37,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.1,0.0,0,1653.16,2515.01,Stayed,mising,mising
Female,77,35,mising,No,mising,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Two Year,Bank Withdrawal,39.85,0.0,0,0.0,1434.6,Stayed,mising,mising
Female,41,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,115.05,0.0,0,1411.2,9816.2,Stayed,mising,mising
Female,56,8,mising,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,44.45,0.0,0,87.28,456.58,Stayed,mising,mising
Male,57,19,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,78.7,26.84,0,561.45,2029.71,Stayed,mising,mising
Male,46,20,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.6,0.0,0,582.4,938.55,Stayed,mising,mising
Female,36,38,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,24.25,35.61,0,1754.84,2633.63,Stayed,mising,mising
Male,45,57,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,18.8,0.0,0,1122.33,2216.68,Stayed,mising,mising
Male,32,38,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Two Year,Bank Withdrawal,94.9,0.0,0,981.92,4598.17,Stayed,mising,mising
Male,32,67,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.6,0.0,0,757.77,7643.52,Stayed,mising,mising
Male,62,22,mising,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Mailed Check,55.1,0.0,0,816.42,2069.57,Stayed,mising,mising
Female,32,57,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,-3.0,0.0,0,694.83,6191.88,Stayed,mising,mising
Female,61,72,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Bank Withdrawal,74.35,0.0,50,1239.12,6526.52,Stayed,mising,mising
Male,40,70,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Bank Withdrawal,79.4,0.0,0,3042.2,8571.1,Stayed,mising,mising
Male,80,1,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,73.65,0.0,0,39.88,113.53,Churned,Attitude,Attitude of service provider
Female,36,13,Offer D,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,67.8,0.0,0,369.85,1212.1,Stayed,mising,mising
Male,56,62,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.55,0.0,0,2520.92,9679.97,Stayed,mising,mising
Female,30,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.35,0.0,0,50.55,512.25,Churned,Dissatisfaction,Network reliability
Female,71,5,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.05,0.0,0,150.25,468.75,Churned,Competitor,Competitor made better offer
Female,30,31,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,76.05,0.0,0,1202.18,3429.98,Stayed,mising,mising
Male,67,18,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,80.55,0.0,0,698.22,2109.87,Stayed,mising,mising
Female,76,64,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,108.95,0.0,0,1463.04,8574.34,Stayed,mising,mising
Female,66,42,mising,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.65,0.0,0,1134.0,3555.75,Stayed,mising,mising
Male,62,30,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Bank Withdrawal,90.4,0.0,0,215.7,3036.35,Stayed,mising,mising
Male,47,19,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Credit Card,73.85,0.0,130,34.01,1588.51,Churned,Attitude,Attitude of support person
Female,63,65,mising,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,55.15,0.0,0,1299.35,4972.5,Stayed,mising,mising
Male,28,18,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.1,0.0,0,697.14,1098.99,Stayed,mising,mising
Female,69,13,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,100.8,0.0,0,93.86,1401.96,Churned,Attitude,Attitude of support person
Female,40,41,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.75,0.0,0,1535.86,2342.81,Stayed,mising,mising
Female,61,54,mising,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,Yes,Two Year,Bank Withdrawal,59.8,0.0,0,1243.08,4489.53,Stayed,mising,mising
Male,20,32,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,-6.0,0.0,0,1176.96,1884.46,Stayed,mising,mising
Male,50,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,115.8,0.0,0,1986.48,10318.63,Stayed,mising,mising
Male,35,59,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.5,0.0,0,1106.25,2254.1,Stayed,mising,mising
Female,61,25,Offer C,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,24.75,0.0,0,493.75,1185.85,Churned,Competitor,Competitor made better offer
Male,74,15,mising,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,85.6,0.0,0,678.75,2024.3,Churned,Competitor,Competitor had better devices
Female,42,14,Offer D,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.35,0.0,0,262.36,1288.31,Churned,Attitude,Attitude of service provider
Male,61,52,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Mailed Check,25.75,0.0,0,2574.52,3920.37,Stayed,mising,mising
Male,21,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.45,0.0,0,2199.05,8499.2,Stayed,mising,mising
Female,58,54,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.05,0.0,0,1766.88,2869.28,Stayed,mising,mising
Female,22,8,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,73.5,0.0,0,138.4,770.6,Stayed,mising,mising
Female,51,14,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,80.05,0.0,0,23.66,1135.96,Stayed,mising,mising
Male,31,72,Offer A,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.8,0.0,0,1686.96,3208.16,Stayed,mising,mising
Male,62,35,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Credit Card,96.75,0.0,130,1395.45,4928.85,Stayed,mising,mising
Male,21,66,mising,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,63.85,0.0,0,506.22,4770.82,Stayed,mising,mising
Male,41,48,Offer B,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,One Year,Credit Card,70.55,0.0,0,1863.36,5283.86,Stayed,mising,mising
Female,79,48,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.5,0.0,0,643.2,5711.25,Stayed,mising,mising
Male,34,21,Offer D,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,One Year,Mailed Check,77.5,18.39,80,368.97,2055.58,Churned,Other,Don't know
Female,20,67,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,112.35,0.0,0,1367.47,8755.92,Stayed,mising,mising
Male,24,7,Offer E,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,One Year,Bank Withdrawal,49.75,0.0,0,252.98,584.28,Churned,Competitor,Competitor offered higher download speeds
Male,49,17,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,90.95,0.0,0,594.66,2206.86,Stayed,mising,mising
Male,37,40,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,106.0,47.02,0,1178.4,5310.03,Stayed,mising,mising
Male,23,24,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Mailed Check,89.85,0.0,0,671.28,2836.33,Churned,Competitor,Competitor made better offer
Male,51,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,107.2,0.0,0,2302.53,9619.63,Stayed,mising,mising
